hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
New Lion Palace,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d9720950-Reviews-New_Lion_Palace-Weligama_Matara_Southern_Province.html,,4.5,3.0,1 368 руб - 1 733 руб,1368,1733
When In Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d15587095-Reviews-When_In_Weligama-Weligama_Matara_Southern_Province.html,5011,4.5,,3 283 руб - 5 016 руб,3283,5016
Dinsara Pearl Villa,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d11833289-Reviews-Dinsara_Pearl_Villa-Weligama_Matara_Southern_Province.html,,4.5,3.0,2 645 руб - 3 374 руб,2645,3374
Hangtime Hostel,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d10162863-Reviews-Hangtime_Hostel-Weligama_Matara_Southern_Province.html,,4.5,2.0,2 280 руб - 3 739 руб,2280,3739
Weligama Bay Marriott Resort & Spa,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d12553294-Reviews-Weligama_Bay_Marriott_Resort_Spa-Weligama_Matara_Southern_Province.html,31853,4.5,5.0,23 801 руб - 30 367 руб,23801,30367
Aussie Swiss Beach Resort,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d4039821-Reviews-Aussie_Swiss_Beach_Resort-Weligama_Matara_Southern_Province.html,,4.5,3.0,5 836 руб - 10 305 руб,5836,10305
Chill Bay Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d16855163-Reviews-Chill_Bay_Weligama-Weligama_Matara_Southern_Province.html,5751,4.5,,4 377 руб - 6 292 руб,4377,6292
Weligama Ocean Breeze Hotel,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d5953929-Reviews-Weligama_Ocean_Breeze_Hotel-Weligama_Matara_Southern_Province.html,7718,4.5,2.0,6 931 руб - 7 660 руб,6931,7660
Malabar Hill Sri Lanka,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d20281920-Reviews-Malabar_Hill_Sri_Lanka-Weligama_Matara_Southern_Province.html,,4.5,,36 476 руб - 59 274 руб,36476,59274
Outpost Weligama Beachfront,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d23876174-Reviews-Outpost_Weligama_Beachfront-Weligama_Matara_Southern_Province.html,4991,4.5,3.0,3 739 руб - 5 927 руб,3739,5927
O2 Weligama Hotel & Spa,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d25217261-Reviews-O2_Weligama_Hotel_Spa-Weligama_Matara_Southern_Province.html,6142,4.5,,4 742 руб - 6 475 руб,4742,6475
The Green Rooms,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d2150096-Reviews-The_Green_Rooms-Weligama_Matara_Southern_Province.html,,4.5,,4 377 руб - 8 663 руб,4377,8663
Parangi Weligama Bay,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d23398937-Reviews-Parangi_Weligama_Bay-Weligama_Matara_Southern_Province.html,,4.5,3.0,18 329 руб - 26 081 руб,18329,26081
Naomi Beach Resort,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g16645969-d2483861-Reviews-Naomi_Beach_Resort-Gurubebila_Weligama_Matara_Southern_Province.html,,4.5,,7 204 руб - 14 499 руб,7204,14499
New Bay View Villa,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d3915331-Reviews-New_Bay_View_Villa-Weligama_Matara_Southern_Province.html,,4.5,3.0,4 742 руб - 6 383 руб,4742,6383
Weligama Bay Resort,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d654256-Reviews-Weligama_Bay_Resort-Weligama_Matara_Southern_Province.html,24239,4.0,4.5,12 584 руб - 19 515 руб,12584,19515
Dumi House,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d12331598-Reviews-Dumi_House-Weligama_Matara_Southern_Province.html,800,4.0,,1 003 руб - 1 003 руб,1003,1003
Centhara Beach Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d19726765-Reviews-Centhara_Beach_Weligama-Weligama_Matara_Southern_Province.html,4640,3.5,,3 648 руб - 5 563 руб,3648,5563
EKHO Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d3586398-Reviews-EKHO_Weligama-Weligama_Matara_Southern_Province.html,8190,3.5,1.0,6 839 руб - 9 301 руб,6839,9301
Jagabay Resort & Surfing School,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d2043080-Reviews-Jagabay_Resort_Surfing_School-Weligama_Matara_Southern_Province.html,3721,3.5,,3 283 руб - 4 195 руб,3283,4195
Double G Motel,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d16746582-Reviews-Double_G_Motel-Weligama_Matara_Southern_Province.html,,2.0,,912 руб - 912 руб,912,912
Cape Weligama - Relais & Chateaux,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d6765047-Reviews-Cape_Weligama_Relais_Chateaux-Weligama_Matara_Southern_Province.html,100939,,5.0,46 325 руб - 81 525 руб,46325,81525
O2 Villas Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d11961719-Reviews-O2_Villas_Weligama-Weligama_Matara_Southern_Province.html,,,,8 481 руб - 10 031 руб,8481,10031
Twenty-Two Weligambay,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d12275851-Reviews-Twenty_Two_Weligambay-Weligama_Matara_Southern_Province.html,,,3.0,9 575 руб - 20 244 руб,9575,20244
Basecamp,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d12540435-Reviews-Basecamp-Weligama_Matara_Southern_Province.html,,,,6 110 руб - 7 751 руб,6110,7751
Eraeliya Villas & Gardens,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d6509273-Reviews-Eraeliya_Villas_Gardens-Weligama_Matara_Southern_Province.html,,,4.0,21 886 руб - 48 605 руб,21886,48605
Scenic Bay Weligama,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d20021091-Reviews-Scenic_Bay_Weligama-Weligama_Matara_Southern_Province.html,,,,4 742 руб - 7 842 руб,4742,7842
Castle Bay Resort,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d3236111-Reviews-Castle_Bay_Resort-Weligama_Matara_Southern_Province.html,,,2.0,2 006 руб - 2 645 руб,2006,2645
Sugar Hostel Weligama - Coliving & Coworking,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g25417428-d26998125-Reviews-Sugar_Hostel_Weligama_Coliving_Coworking-Pelena_West_Weligama_Matara_Southern_Provi.html,4116,,3.0,1 003 руб - 4 104 руб,1003,4104
High Eight,Велигаме,https://www.tripadvisor.ru/Hotel_Review-g612380-d13811976-Reviews-High_Eight-Weligama_Matara_Southern_Province.html,,,,1 368 руб - 2 645 руб,1368,2645
Отель Мореско,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d3348175-Reviews-Hotel_Moresco-Venice_Veneto.html,25980,5.0,4.0,16 597 руб - 33 467 руб,16597,33467
Palazzo Veneziano,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d12263777-Reviews-Palazzo_Veneziano-Venice_Veneto.html,26347,5.0,4.0,19 971 руб - 43 042 руб,19971,43042
Rosa Salva Hotel,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d12579192-Reviews-Rosa_Salva_Hotel-Venice_Veneto.html,21266,5.0,3.0,13 952 руб - 29 728 руб,13952,29728
Отель Антике Фигуре,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d289202-Reviews-Hotel_Antiche_Figure-Venice_Veneto.html,35756,5.0,3.0,16 506 руб - 33 741 руб,16506,33741
Отель Палаццо Стерн,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d651332-Reviews-Hotel_Palazzo_Stern-Venice_Veneto.html,73035,5.0,4.0,26 993 руб - 53 711 руб,26993,53711
Отель Каналь Гранд,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d1547281-Reviews-Hotel_Canal_Grande-Venice_Veneto.html,30790,5.0,4.0,19 515 руб - 39 121 руб,19515,39121
Руццини Палас Отель,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d1057391-Reviews-Ruzzini_Palace_Hotel-Venice_Veneto.html,24712,5.0,4.0,18 877 руб - 39 303 руб,18877,39303
Hotel Aquarius,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d15811987-Reviews-Hotel_Aquarius-Venice_Veneto.html,24657,5.0,4.0,16 414 руб - 38 209 руб,16414,38209
Ка' Пизани Отель,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d241742-Reviews-Ca_Pisani_Hotel-Venice_Veneto.html,36924,5.0,4.0,15 776 руб - 34 105 руб,15776,34105
Отель Бучинторо,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d235850-Reviews-Hotel_Bucintoro-Venice_Veneto.html,27284,5.0,4.0,17 782 руб - 39 850 руб,17782,39850
Hotel Nani Mocenigo Palace,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d13008910-Reviews-Hotel_Nani_Mocenigo_Palace-Venice_Veneto.html,38100,5.0,4.0,18 056 руб - 44 045 руб,18056,44045
Корте Ди Габрьела,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d3454812-Reviews-Corte_Di_Gabriela-Venice_Veneto.html,,5.0,4.0,24 439 руб - 50 702 руб,24439,50702
Hotel Ai Cavalieri,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d7623031-Reviews-Hotel_Ai_Cavalieri-Venice_Veneto.html,31603,5.0,4.5,26 537 руб - 54 350 руб,26537,54350
Ка' Дей Доджи,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d571526-Reviews-Ca_dei_Dogi-Venice_Veneto.html,14966,5.0,,13 223 руб - 25 533 руб,13223,25533
B&B Vista sul Canal Grande,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d12316930-Reviews-B_B_Vista_sul_Canal_Grande-Venice_Veneto.html,,5.0,,15 229 руб - 26 263 руб,15229,26263
EGO' Boutique Hotel The Silk Road,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d19798468-Reviews-EGO_Boutique_Hotel_The_Silk_Road-Venice_Veneto.html,26983,5.0,,22 889 руб - 56 812 руб,22889,56812
Santa Croce Boutique Hotel,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d14117477-Reviews-Santa_Croce_Boutique_Hotel-Venice_Veneto.html,32330,5.0,4.0,16 597 руб - 36 568 руб,16597,36568
Leone Hotel,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d8667347-Reviews-Leone_Hotel-Venice_Veneto.html,,5.0,3.0,9 393 руб - 21 065 руб,9393,21065
"Radisson Collection Hotel, Palazzo Nani Venice",Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d23372191-Reviews-Radisson_Collection_Hotel_Palazzo_Nani_Venice-Venice_Veneto.html,47412,5.0,5.0,34 926 руб - 61 007 руб,34926,61007
Чарминг Хаус Дд724,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d295632-Reviews-Charming_House_DD724-Venice_Veneto.html,,5.0,4.0,27 175 руб - 44 410 руб,27175,44410
Аркадия Бутик Отель,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d237415-Reviews-Arcadia_Boutique_Hotel-Venice_Veneto.html,,5.0,3.0,13 223 руб - 32 464 руб,13223,32464
Ca' Di Dio - Vretreats,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d21506265-Reviews-Ca_Di_Dio_Vretreats-Venice_Veneto.html,,5.0,5.0,38 574 руб - 69 396 руб,38574,69396
Отель Лондра Палас,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d202728-Reviews-Londra_Palace_Venezia-Venice_Veneto.html,,5.0,5.0,61 098 руб - 134 780 руб,61098,134780
Отель Ле Исоле,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d2053654-Reviews-Hotel_Le_Isole-Venice_Veneto.html,,5.0,3.0,11 855 руб - 27 631 руб,11855,27631
Отель Ка' Вендрамин Ди Санта Фоска,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d567601-Reviews-Hotel_Ca_Vendramin_Zago-Venice_Veneto.html,,5.0,4.0,13 405 руб - 30 640 руб,13405,30640
Гритти Палас,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d230427-Reviews-The_Gritti_Palace_a_Luxury_Collection_Hotel_Venice-Venice_Veneto.html,140504,5.0,5.0,89 367 руб - 188 309 руб,89367,188309
Резиденца Ка'Фосколо,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d626967-Reviews-Residence_Ca_Foscolo-Venice_Veneto.html,,5.0,4.0,18 785 руб - 28 999 руб,18785,28999
Аква Б,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d4045226-Reviews-Aqua_B-Venice_Veneto.html,,5.0,4.0,10 943 руб - 24 530 руб,10943,24530
Hotel Heureka,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d13478751-Reviews-Hotel_Heureka-Venice_Veneto.html,,5.0,4.0,19 241 руб - 48 240 руб,19241,48240
Maison Boutique Al Redentore,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d25068251-Reviews-Maison_Boutique_Al_Redentore-Venice_Veneto.html,,5.0,4.0,15 594 руб - 36 476 руб,15594,36476
Ка' Мария Аделе,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d482693-Reviews-Ca_Maria_Adele-Venice_Veneto.html,,5.0,4.0,26 810 руб - 61 554 руб,26810,61554
Ка' Бонвичини,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d556857-Reviews-Ca_Bonvicini-Venice_Veneto.html,,5.0,2.5,11 672 руб - 20 700 руб,11672,20700
Резиденс Корте Гримани,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d577645-Reviews-Residence_Corte_Grimani-Venice_Veneto.html,,5.0,3.0,29 181 руб - 34 835 руб,29181,34835
Аль Реденторе Ди Венеция,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d2687238-Reviews-Al_Redentore_di_Venezia_Apartments-Venice_Veneto.html,,5.0,2.5,16 688 руб - 32 829 руб,16688,32829
Residenza Ducato,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d17794347-Reviews-Residenza_Ducato-Venice_Veneto.html,,5.0,4.0,23 163 руб - 46 963 руб,23163,46963
Palazzetto Foscari,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d17388353-Reviews-Palazzetto_Foscari-Venice_Veneto.html,,5.0,3.0,36 476 руб - 41 857 руб,36476,41857
Palazzo Maria Formosa,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d25168969-Reviews-Palazzo_Maria_Formosa-Venice_Veneto.html,,5.0,,30 367 руб - 56 082 руб,30367,56082
Ca' Crea 1,Венеция,https://www.tripadvisor.ru/Hotel_Review-g15035619-d15334738-Reviews-Ca_Crea_1-Cannaregio_Veneto.html,,5.0,,11 490 руб - 16 779 руб,11490,16779
Palazzo Venart Luxury Hotel,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d10804768-Reviews-Palazzo_Venart_Luxury_Hotel-Venice_Veneto.html,,5.0,5.0,52 344 руб - 81 525 руб,52344,81525
Ка' Сан Джорджо,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d571462-Reviews-Ca_San_Giorgio-Venice_Veneto.html,,5.0,2.0,12 676 руб - 24 530 руб,12676,24530
Ca' Riza,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d12838941-Reviews-Ca_Riza-Venice_Veneto.html,,5.0,3.0,11 399 руб - 22 980 руб,11399,22980
Palazzina Fortuny,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d24042622-Reviews-Palazzina_Fortuny-Venice_Veneto.html,,5.0,,15 047 руб - 31 370 руб,15047,31370
Aqua Apartments,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d14183478-Reviews-Aqua_Apartments-Venice_Veneto.html,,5.0,,22 251 руб - 37 024 руб,22251,37024
Аль Понте Антико Отель,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d233394-Reviews-Al_Ponte_Antico_Hotel-Venice_Veneto.html,,5.0,4.0,30 002 руб - 31 917 руб,30002,31917
Nolinski Venezia - Evok Collection,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d25365451-Reviews-Nolinski_Venezia_Evok_Collection-Venice_Veneto.html,,5.0,5.0,52 161 руб - 101 678 руб,52161,101678
Ca Patron,Венеция,https://www.tripadvisor.ru/Hotel_Review-g15035619-d16779877-Reviews-Ca_Patron-Cannaregio_Veneto.html,,5.0,,12 128 руб - 18 512 руб,12128,18512
Ca' Della Scimmia,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d5929003-Reviews-Ca_Della_Scimmia-Venice_Veneto.html,,5.0,,16 779 руб - 36 385 руб,16779,36385
Иqс Чарминг Хаус,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d1161312-Reviews-Charming_House_IQs-Venice_Veneto.html,,5.0,2.5,29 728 руб - 48 058 руб,29728,48058
Отель Вьолино Д'Оро,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d238969-Reviews-Violino_d_Oro-Venice_Veneto.html,,5.0,5.0,58 180 руб - 85 537 руб,58180,85537
Аль Льон Морозини,Венеция,https://www.tripadvisor.ru/Hotel_Review-g187870-d2264971-Reviews-Scalon_del_Doge-Venice_Veneto.html,,5.0,,13 587 руб - 26 810 руб,13587,26810
Grande Fjord Hotel,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d481134-Reviews-Grande_Fjord_Hotel-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,4.5,3.5,16 870 руб - 34 288 руб,16870,34288
Geirangerfjorden Feriesenter,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d1124078-Reviews-Geirangerfjorden_Feriesenter-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,4.5,,11 308 руб - 26 537 руб,11308,26537
Dalen Gaard Familiecamping,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d1837378-Reviews-Dalen_Gaard_Familiecamping-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,4.5,,7 569 руб - 9 575 руб,7569,9575
Vinje Camping,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d1176036-Reviews-Vinje_Camping-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,4.5,,9 940 руб - 12 037 руб,9940,12037
Hotel Union,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d631440-Reviews-Hotel_Union-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,4.0,4.0,16 962 руб - 26 719 руб,16962,26719
Hotel Utsikten Geiranger by Classic Norway Hotels,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d1200985-Reviews-Hotel_Utsikten_Geiranger_by_Classic_Norway_Hotels-Geiranger_Stranda_More_og_Romsdal_We.html,,4.0,3.0,16 688 руб - 33 467 руб,16688,33467
Havila Hotel Geiranger,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d481136-Reviews-Havila_Hotel_Geiranger-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,3.5,3.0,9 666 руб - 17 417 руб,9666,17417
Hole Hytteutleige,Гейрангер,https://www.tripadvisor.ru/Hotel_Review-g642196-d1828428-Reviews-Hole_Hytteutleige-Geiranger_Stranda_More_og_Romsdal_Western_Norway.html,,,,9 393 руб - 10 761 руб,9393,10761
Шираз Плаза Отель,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d26618251-Reviews-Shiraz_Plaza_Hotel-Gyumri_Shirak_Province.html,,5.0,,5 198 руб - 5 745 руб,5198,5745
GRAND HOTEL GYUMRI by APRICOT Hotels,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d23342688-Reviews-GRAND_HOTEL_GYUMRI_by_APRICOT_Hotels-Gyumri_Shirak_Province.html,,5.0,,9 940 руб - 12 402 руб,9940,12402
Toon 55,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d24818148-Reviews-Toon_55-Gyumri_Shirak_Province.html,,5.0,,4 833 руб - 6 110 руб,4833,6110
David's B&B,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d15597612-Reviews-David_s_B_B-Gyumri_Shirak_Province.html,,5.0,,2 462 руб - 2 736 руб,2462,2736
Friendly B&B,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d24119040-Reviews-Friendly_B_B-Gyumri_Shirak_Province.html,,5.0,,2 006 руб - 2 280 руб,2006,2280
Jinjotel Boutique Hotel,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d23044437-Reviews-Jinjotel_Boutique_Hotel-Gyumri_Shirak_Province.html,,5.0,,2 280 руб - 4 104 руб,2280,4104
Барбар Апарт Хотел,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d26836079-Reviews-Barbar_Apart_Hotel-Gyumri_Shirak_Province.html,,5.0,,5 927 руб - 7 295 руб,5927,7295
Loft Hostel,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d21276674-Reviews-Loft_Hostel-Gyumri_Shirak_Province.html,,5.0,,1 094 руб - 1 094 руб,1094,1094
Отель Nane,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d2196420-Reviews-NANE_HOTEL-Gyumri_Shirak_Province.html,,4.5,5.0,6 292 руб - 6 383 руб,6292,6383
VALE Restaurant & Hotel Complex,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d14203768-Reviews-VALE_Restaurant_Hotel_Complex-Gyumri_Shirak_Province.html,,4.5,,2 736 руб - 2 736 руб,2736,2736
Artush & Raisa B&B,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d7702044-Reviews-Artush_Raisa_B_B-Gyumri_Shirak_Province.html,,4.0,,2 280 руб - 2 280 руб,2280,2280
Araks Hotel Complex,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d3475092-Reviews-Araks_Hotel_Complex-Gyumri_Shirak_Province.html,,3.5,,2 189 руб - 3 192 руб,2189,3192
Golden Apricot,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d6840356-Reviews-Golden_Apricot-Gyumri_Shirak_Province.html,,3.5,,2 280 руб - 2 736 руб,2280,2736
Отель Гюмри,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d8478211-Reviews-Gyumri_Hotel-Gyumri_Shirak_Province.html,,3.5,,3 830 руб - 5 198 руб,3830,5198
Отель Berlin Art Hotel,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d2262397-Reviews-Berlin_Art_Hotel-Gyumri_Shirak_Province.html,,,3.0,4 742 руб - 7 022 руб,4742,7022
Отель Villa Kars,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d3324402-Reviews-Villa_Kars-Gyumri_Shirak_Province.html,,,3.0,7 934 руб - 9 028 руб,7934,9028
Hotel Plaza Viktoria,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d12635722-Reviews-Hotel_Plaza_Viktoria-Gyumri_Shirak_Province.html,,,,7 660 руб - 7 660 руб,7660,7660
Communa Guesthouse,Гюмри,https://www.tripadvisor.ru/Hotel_Review-g815353-d24129936-Reviews-Communa_Guesthouse-Gyumri_Shirak_Province.html,,,3.0,4 195 руб - 5 016 руб,4195,5016
The First Collection at Jumeirah Village Circle,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d23631662-Reviews-The_First_Collection_at_Jumeirah_Village_Circle-Dubai_Emirate_of_Dubai.html,8649,5.0,4.0,8 298 руб - 14 043 руб,8298,14043
Grand Cosmopolitan Hotel - Dubai,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d20355850-Reviews-Grand_Cosmopolitan_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,16028,5.0,5.0,9 484 руб - 18 329 руб,9484,18329
Марриотт Маркис Дубай,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d3447941-Reviews-JW_Marriott_Marquis_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,15491,5.0,5.0,16 506 руб - 22 798 руб,16506,22798
Rove Downtown,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d9853524-Reviews-Rove_Downtown-Dubai_Emirate_of_Dubai.html,14009,5.0,3.0,8 481 руб - 18 147 руб,8481,18147
Палас Даунтаун Дубай,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d674456-Reviews-Palace_Downtown-Dubai_Emirate_of_Dubai.html,64213,5.0,5.0,32 373 руб - 59 730 руб,32373,59730
Grand Millennium Business Bay,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d15148919-Reviews-Grand_Millennium_Business_Bay-Dubai_Emirate_of_Dubai.html,16006,5.0,5.0,12 584 руб - 23 801 руб,12584,23801
Waldorf Astoria Dubai Palm Jumeirah,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d5890945-Reviews-Waldorf_Astoria_Dubai_Palm_Jumeirah-Dubai_Emirate_of_Dubai.html,89841,5.0,5.0,20 062 руб - 54 806 руб,20062,54806
Ритц-Карлтон Дубай,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d302206-Reviews-The_Ritz_carlton_Dubai-Dubai_Emirate_of_Dubai.html,97822,5.0,,28 360 руб - 79 610 руб,28360,79610
Raffles The Palm Dubai,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d15213169-Reviews-Raffles_The_Palm_Dubai-Dubai_Emirate_of_Dubai.html,83236,5.0,5.0,23 254 руб - 60 368 руб,23254,60368
Риксос Палм Дубай,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d2445260-Reviews-Rixos_The_Palm_Hotel_Suites-Dubai_Emirate_of_Dubai.html,,5.0,5.0,53 347 руб - 122 196 руб,53347,122196
"Шангри-Ля Отель, Дубай",Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d302098-Reviews-Shangri_La_Dubai_Apartments-Dubai_Emirate_of_Dubai.html,21184,5.0,5.0,17 053 руб - 27 996 руб,17053,27996
Paramount Hotel Midtown,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d23862400-Reviews-Paramount_Hotel_Midtown-Dubai_Emirate_of_Dubai.html,34981,5.0,5.0,14 955 руб - 29 455 руб,14955,29455
Раффлес Дубай,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d656624-Reviews-Raffles_Dubai-Dubai_Emirate_of_Dubai.html,30377,5.0,5.0,17 691 руб - 35 838 руб,17691,35838
Кемпински Отель Молл Оф Эмират,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d582976-Reviews-Kempinski_Hotel_Mall_Of_The_Emirates-Dubai_Emirate_of_Dubai.html,30160,5.0,5.0,25 442 руб - 43 680 руб,25442,43680
Taj Dubai,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d7309237-Reviews-Taj_Dubai-Dubai_Emirate_of_Dubai.html,27313,5.0,5.0,17 873 руб - 35 473 руб,17873,35473
Leva Hotel Mazaya Centre,Дубай,https://www.tripadvisor.ru/Hotel_Review-g295424-d15518197-Reviews-Leva_Hotel_Mazaya_Centre-Dubai_Emirate_of_Dubai.html,12300,5.0,4.0,8 754 руб - 14 682 руб,8754,14682
